Code,Level,Item code,Type,On-hand Qty,Extended Quantity
112170966,3,PLST6830,Subassembly,710,1
112170966,4,PLST1314,Outside Processing Item,0,1
112170966,5,MPTP0535,Purchased item,7938302.33,11.15
112170966,3,SASS0001,Phantom item,0,1
112170966,4,SHMT1063,Purchased item,19390,1
112170966,5,SHMT1063J,Subassembly,0,1
112170966,6,CRCA0055,Finished good,0,3.28
112170966,4,SHMT3615,Purchased item,48060,1
112170966,4,MISC0634,Purchased item,88128,1
112170966,4,MISC0681,Purchased item,19989.894,0.028
112170966,4,SCRW0611,Purchased item,68721,3
112170966,4,CONS0072,Purchased item,31.76891,0.00013
112170966,2,SASS0035-SI,Phantom item,0,1
112170966,3,BASY0001-SI,Phantom item,0,1
112170966,4,RUBR0010,Purchased item,67677,1
112170966,4,RUBR0020,Purchased item,130556,2
112170966,4,SHMT0710,Purchased item,12013,1
112170966,5,PINS0153,Purchased item,1775190,5
112170966,5,SHMT0010,Phantom item,0,33
112170966,6,CRNO0030,Finished good,0,99.7425
112170966,5,SHMT5610,Outside Processing Item,56000,2
112170966,6,ALST0011,Purchased item,364838.54,3.88
112170966,4,SHMT1110,Purchased item,143446,1
112170966,4,PLST10010,Purchased item,38292,1
112170966,5,MPTP5210,Purchased item,1772.07026,0.03686
112170966,3,TOSY0005-SI,Phantom item,0,1
112170966,4,PLST10013,Purchased item,6926,1
112170966,4,PLST10084,Subassembly,618,1
112170966,5,PLST10012,Subassembly,1617,1
112170966,6,MPTP0071,Purchased item,984.11871,0.04158
112170966,4,SHMT0715,Purchased item,16987,1
112170966,5,PINS0153,Purchased item,1775190,5
112170966,5,SHMT0015,Phantom item,0,33
112170966,6,CRNO0030,Finished good,0,99.7425
112170966,4,SHMT1120,Purchased item,116490,1
112170966,4,SILC0110,Subassembly,34503,6
112170966,5,SHMT0340,Purchased item,3732,6
112170966,6,SHMT0575,Subassembly,0,6
112170966,7,CRCA0031,Finished good,0,21.3
112170966,5,SILR0055,Purchased item,104556,6
112170966,4,SILC0180,Subassembly,14582,2
112170966,5,SHMT0240,Purchased item,104801,2
112170966,6,SHMT0545,Subassembly,0,2
112170966,7,CRCA0060,Finished good,176000,5.04
112170966,5,SILR0005,Finished good,639642,2
112170966,4,SILC0320,Subassembly,16106,3
112170966,5,SHMT0635,Purchased item,76084,3
112170966,6,BRAS1085,Purchased item,0,3.36
112170966,5,SILR0050,Purchased item,118634,6
112170966,4,SILC0370,Subassembly,54233,1
112170966,5,SHMT0645,Purchased item,156721,1
112170966,6,BRAS1089,Purchased item,14150,0.85
112170966,5,SILR0001,Purchased item,611682,2
112170966,4,SPRG0180,Purchased item,72593,1
112170966,4,SPRG0188,Purchased item,16716,1
112170966,4,SPRG0200,Purchased item,77705,3
112170966,4,STKR10020,Subassembly,16,1
112170966,5,STKR5614,Purchased item,15837,1
112170966,4,SCRW0611,Purchased item,68721,2
112170966,4,SCRW0616,Purchased item,59426,6
112170966,4,SCRW2252,Purchased item,194080,2
112170966,3,SHSY0005N-SI,Phantom item,0,1
112170966,4,PLST10091,Subassembly,697,1
112170966,5,PLST10016,Subassembly,833,1
112170966,6,MPTP1248,Purchased item,0.65607,0.00438
112170966,4,PLST10092,Subassembly,126,1
112170966,5,PLST10015,Subassembly,0,1
112170966,6,MPTP1248,Purchased item,0.65607,0.00407
112170966,4,PLST2341,Subassembly,0,1
112170966,5,PLST2469,Purchased item,3415,1
112170966,6,MPTP1248,Purchased item,0.65607,0.00375
112170966,4,PLST2342,Subassembly,0,1
112170966,5,PLST2470,Purchased item,4911,1
112170966,6,MPTP1248,Purchased item,0.65607,0.00375
112170966,1,PACK3MT718-SI,Phantom item,0,1
112170966,2,SPRG0140,Purchased item,191327,1
112170966,2,PLST10011,Purchased item,44072,1
112170966,3,MPTP0529,Finished good,1868135.001,1.67
112170966,2,PACK0072,Purchased item,6402,1
112170966,2,POLY0017,Purchased item,69803,1
112170966,2,PACK4087,Purchased item,1243,2
